sep=	
Time	Channel1	Channel2
-0.025	-0.3779527559055118	-0.31496062992125984
-0.024900000000000002	-0.3779527559055118	-0.28346456692913385
-0.024800000000000003	-0.3464566929133858	-0.28346456692913385
-0.0247	-0.3779527559055118	-0.28346456692913385
-0.0246	-0.3779527559055118	-0.31496062992125984
-0.0245	-0.3779527559055118	-0.28346456692913385
-0.0244	-0.3779527559055118	-0.28346456692913385
-0.024300000000000002	-0.3779527559055118	-0.28346456692913385
-0.024200000000000003	-0.3779527559055118	-0.28346456692913385
-0.0241	-0.3779527559055118	-0.31496062992125984
-0.024	-0.3464566929133858	-0.28346456692913385
-0.0239	-0.3779527559055118	-0.28346456692913385
-0.0238	-0.3779527559055118	-0.28346456692913385
-0.023700000000000002	-0.3779527559055118	-0.28346456692913385
-0.0236	-0.3779527559055118	-0.28346456692913385
-0.0235	-0.3779527559055118	-0.31496062992125984
-0.0234	-0.3779527559055118	-0.28346456692913385
-0.0233	-0.3779527559055118	-0.31496062992125984
-0.023200000000000002	-0.3779527559055118	-0.28346456692913385
-0.023100000000000002	-0.3779527559055118	-0.31496062992125984
-0.023	-0.3779527559055118	-0.28346456692913385
-0.0229	-0.3779527559055118	-0.28346456692913385
-0.0228	-0.3779527559055118	-0.28346456692913385
-0.0227	-0.3779527559055118	-0.28346456692913385
-0.022600000000000002	-0.3779527559055118	-0.31496062992125984
-0.022500000000000003	-0.3779527559055118	-0.28346456692913385
-0.0224	-0.3779527559055118	-0.28346456692913385
-0.0223	-0.3779527559055118	-0.28346456692913385
-0.0222	-0.3779527559055118	-0.28346456692913385
-0.0221	-0.3779527559055118	-0.31496062992125984
-0.022000000000000002	-0.3779527559055118	-0.28346456692913385
-0.0219	-0.3779527559055118	-0.28346456692913385
-0.0218	-0.3779527559055118	-0.31496062992125984
-0.0217	-0.3779527559055118	-0.31496062992125984
-0.0216	-0.3779527559055118	-0.28346456692913385
-0.021500000000000002	-0.3779527559055118	-0.28346456692913385
-0.021400000000000002	-0.3779527559055118	-0.28346456692913385
-0.0213	-0.3779527559055118	-0.31496062992125984
-0.0212	-0.3779527559055118	-0.28346456692913385
-0.0211	-0.3779527559055118	-0.28346456692913385
-0.021	2.8976377952755907	3.0551181102362204
-0.020900000000000002	2.9291338582677167	3.0236220472440944
-0.020800000000000003	2.9606299212598426	3.0551181102362204
-0.0207	2.9606299212598426	3.0551181102362204
-0.0206	2.9606299212598426	3.0551181102362204
-0.0205	2.9606299212598426	3.0236220472440944
-0.0204	2.9606299212598426	3.0236220472440944
-0.020300000000000002	2.9606299212598426	3.0236220472440944
-0.020200000000000003	2.9606299212598426	3.0236220472440944
-0.0201	2.9606299212598426	3.0236220472440944
-0.02	2.9606299212598426	3.0551181102362204
-0.0199	2.9606299212598426	3.0551181102362204
-0.0198	2.9606299212598426	3.0236220472440944
-0.019700000000000002	2.9606299212598426	3.0236220472440944
-0.0196	2.9606299212598426	3.0236220472440944
-0.0195	2.9606299212598426	3.0236220472440944
-0.0194	2.9606299212598426	3.0236220472440944
-0.0193	2.9606299212598426	3.0551181102362204
-0.019200000000000002	2.9606299212598426	3.0236220472440944
-0.019100000000000002	2.9606299212598426	3.0236220472440944
-0.019	2.9606299212598426	3.0236220472440944
-0.0189	2.9606299212598426	3.0551181102362204
-0.0188	2.9606299212598426	3.0236220472440944
-0.0187	2.9921259842519685	-0.31496062992125984
-0.018600000000000002	2.9606299212598426	-0.28346456692913385
-0.018500000000000003	2.9606299212598426	-0.28346456692913385
-0.0184	2.9606299212598426	-0.28346456692913385
-0.0183	2.9606299212598426	-0.31496062992125984
-0.0182	2.9606299212598426	-0.31496062992125984
-0.0181	2.9606299212598426	-0.31496062992125984
-0.018000000000000002	2.9606299212598426	-0.31496062992125984
-0.0179	2.9606299212598426	-0.31496062992125984
-0.0178	2.9606299212598426	-0.31496062992125984
-0.0177	2.9606299212598426	-0.28346456692913385
-0.0176	2.9606299212598426	-0.31496062992125984
-0.0175	2.9606299212598426	-0.28346456692913385
-0.017400000000000002	2.9606299212598426	-0.31496062992125984
-0.0173	2.9606299212598426	-0.31496062992125984
-0.0172	2.9606299212598426	-0.31496062992125984
-0.0171	2.9606299212598426	-0.28346456692913385
-0.017	2.9606299212598426	-0.31496062992125984
-0.016900000000000002	2.9606299212598426	-0.31496062992125984
-0.016800000000000002	2.9606299212598426	-0.31496062992125984
-0.0167	2.9606299212598426	-0.31496062992125984
-0.0166	2.9606299212598426	-0.28346456692913385
-0.0165	2.9291338582677167	-0.31496062992125984
-0.0164	2.9606299212598426	-0.28346456692913385
-0.016300000000000002	2.9606299212598426	-0.28346456692913385
-0.0162	2.9606299212598426	-0.28346456692913385
-0.0161	2.9606299212598426	-0.31496062992125984
-0.016	2.9606299212598426	-0.31496062992125984
-0.0159	2.9606299212598426	-0.28346456692913385
-0.0158	2.9606299212598426	-0.28346456692913385
-0.015700000000000002	2.9606299212598426	-0.31496062992125984
-0.015600000000000001	2.9606299212598426	-0.31496062992125984
-0.0155	2.9606299212598426	-0.28346456692913385
-0.0154	2.9606299212598426	-0.31496062992125984
-0.015300000000000001	2.9606299212598426	-0.31496062992125984
-0.0152	2.9606299212598426	-0.28346456692913385
-0.0151	2.9606299212598426	-0.31496062992125984
-0.015000000000000001	2.9606299212598426	-0.31496062992125984
-0.0149	2.9606299212598426	-0.31496062992125984
-0.0148	2.9606299212598426	-0.31496062992125984
-0.014700000000000001	2.9606299212598426	-0.28346456692913385
-0.0146	2.9921259842519685	-0.31496062992125984
-0.0145	2.9606299212598426	-0.31496062992125984
-0.014400000000000001	2.9606299212598426	-0.28346456692913385
-0.0143	2.9606299212598426	-0.31496062992125984
-0.0142	2.9606299212598426	-0.28346456692913385
-0.014100000000000001	2.9606299212598426	-0.28346456692913385
-0.014	2.9606299212598426	-0.31496062992125984
-0.013900000000000001	2.9606299212598426	-0.28346456692913385
-0.013800000000000002	2.9606299212598426	-0.31496062992125984
-0.0137	2.9606299212598426	-0.31496062992125984
-0.013600000000000001	2.9606299212598426	-0.31496062992125984
-0.0135	2.9921259842519685	-0.28346456692913385
-0.0134	2.9606299212598426	-0.28346456692913385
-0.013300000000000001	2.9606299212598426	-0.31496062992125984
-0.0132	2.9606299212598426	-0.28346456692913385
-0.0131	2.9606299212598426	-0.31496062992125984
-0.013000000000000001	2.9606299212598426	-0.28346456692913385
-0.0129	2.9606299212598426	-0.31496062992125984
-0.0128	2.9606299212598426	-0.31496062992125984
-0.012700000000000001	2.9606299212598426	-0.28346456692913385
-0.0126	2.9606299212598426	-0.28346456692913385
-0.0125	2.9606299212598426	-0.28346456692913385
-0.012400000000000001	2.9606299212598426	-0.31496062992125984
-0.0123	2.9921259842519685	-0.31496062992125984
-0.0122	2.9606299212598426	-0.31496062992125984
-0.012100000000000001	2.9606299212598426	-0.28346456692913385
-0.012	2.9606299212598426	-0.28346456692913385
-0.0119	2.9606299212598426	-0.31496062992125984
-0.0118	2.9606299212598426	-0.28346456692913385
-0.0117	2.9606299212598426	-0.28346456692913385
-0.011600000000000001	2.9606299212598426	-0.28346456692913385
-0.0115	2.9606299212598426	-0.28346456692913385
-0.0114	2.9606299212598426	-0.31496062992125984
-0.011300000000000001	2.9606299212598426	-0.31496062992125984
-0.0112	2.9921259842519685	-0.28346456692913385
-0.0111	2.9606299212598426	-0.28346456692913385
-0.011000000000000001	2.9606299212598426	-0.28346456692913385
-0.0109	2.9606299212598426	-0.31496062992125984
-0.0108	2.9606299212598426	-0.31496062992125984
-0.010700000000000001	2.9606299212598426	-0.31496062992125984
-0.0106	2.9606299212598426	-0.28346456692913385
-0.0105	-0.3464566929133858	-0.31496062992125984
-0.010400000000000001	-0.3464566929133858	-0.31496062992125984
-0.0103	-0.3464566929133858	-0.28346456692913385
-0.0102	-0.3779527559055118	-0.31496062992125984
-0.010100000000000001	-0.3779527559055118	-0.28346456692913385
-0.01	-0.3464566929133858	-0.28346456692913385
-0.0099	-0.3779527559055118	-0.31496062992125984
-0.0098	-0.3464566929133858	-0.28346456692913385
-0.0097	-0.3779527559055118	-0.28346456692913385
-0.009600000000000001	-0.3779527559055118	-0.28346456692913385
-0.0095	-0.3464566929133858	-0.28346456692913385
-0.0094	-0.3464566929133858	-0.31496062992125984
-0.009300000000000001	-0.3779527559055118	-0.28346456692913385
-0.0092	-0.3779527559055118	-0.28346456692913385
-0.0091	-0.3779527559055118	-0.31496062992125984
-0.009000000000000001	-0.3779527559055118	-0.28346456692913385
-0.0089	-0.3779527559055118	-0.28346456692913385
-0.0088	-0.3464566929133858	-0.28346456692913385
-0.008700000000000001	-0.3779527559055118	-0.28346456692913385
-0.0086	-0.3779527559055118	-0.28346456692913385
-0.0085	-0.3779527559055118	-0.28346456692913385
-0.008400000000000001	-0.3779527559055118	-0.28346456692913385
-0.0083	-0.3779527559055118	-0.28346456692913385
-0.0082	-0.3779527559055118	-0.31496062992125984
-0.0081	-0.3779527559055118	-0.31496062992125984
-0.008	-0.3779527559055118	-0.31496062992125984
-0.0079	-0.3779527559055118	-0.28346456692913385
-0.0078000000000000005	-0.3779527559055118	-0.31496062992125984
-0.0077	-0.3779527559055118	-0.28346456692913385
-0.0076	-0.3779527559055118	-0.28346456692913385
-0.007500000000000001	-0.3779527559055118	-0.28346456692913385
-0.0074	-0.3779527559055118	-0.31496062992125984
-0.0073	-0.3779527559055118	-0.28346456692913385
-0.007200000000000001	-0.3779527559055118	-0.31496062992125984
-0.0071	-0.3779527559055118	-0.28346456692913385
-0.007	-0.3779527559055118	-0.28346456692913385
-0.006900000000000001	-0.3779527559055118	-0.28346456692913385
-0.0068000000000000005	-0.3779527559055118	-0.31496062992125984
-0.0067	-0.3779527559055118	-0.28346456692913385
-0.0066	-0.3779527559055118	-0.31496062992125984
-0.006500000000000001	-0.3779527559055118	-0.28346456692913385
-0.0064	-0.3779527559055118	-0.28346456692913385
-0.0063	-0.3779527559055118	-0.28346456692913385
-0.006200000000000001	-0.3779527559055118	-0.31496062992125984
-0.0061	-0.3779527559055118	-0.28346456692913385
-0.006	-0.3779527559055118	-0.28346456692913385
-0.0059	-0.3779527559055118	-0.31496062992125984
-0.0058000000000000005	-0.3779527559055118	-0.28346456692913385
-0.0057	-0.3779527559055118	-0.28346456692913385
-0.0056	-0.3779527559055118	-0.28346456692913385
-0.0055000000000000005	-0.3779527559055118	-0.28346456692913385
-0.0054	-0.3779527559055118	-0.31496062992125984
-0.0053	-0.3779527559055118	-0.28346456692913385
-0.005200000000000001	-0.3779527559055118	-0.28346456692913385
-0.0051	-0.3779527559055118	-0.28346456692913385
-0.005	-0.3779527559055118	-0.28346456692913385
-0.0049	-0.3779527559055118	-0.28346456692913385
-0.0048000000000000004	-0.3779527559055118	-0.28346456692913385
-0.0047	-0.3779527559055118	-0.28346456692913385
-0.0046	-0.3779527559055118	-0.28346456692913385
-0.0045000000000000005	-0.3779527559055118	-0.28346456692913385
-0.0044	-0.3779527559055118	-0.28346456692913385
-0.0043	-0.3779527559055118	-0.28346456692913385
-0.004200000000000001	-0.3779527559055118	-0.28346456692913385
-0.0041	-0.3779527559055118	-0.28346456692913385
-0.004	-0.3779527559055118	-0.28346456692913385
-0.0039000000000000003	-0.3779527559055118	-0.28346456692913385
-0.0038	-0.3779527559055118	-0.28346456692913385
-0.0037	-0.3779527559055118	-0.31496062992125984
-0.0036000000000000003	-0.3779527559055118	-0.31496062992125984
-0.0035	-0.3779527559055118	-0.28346456692913385
-0.0034000000000000002	-0.3779527559055118	-0.28346456692913385
-0.0033	-0.3779527559055118	-0.28346456692913385
-0.0032	-0.3779527559055118	-0.28346456692913385
-0.0031000000000000003	-0.3779527559055118	-0.28346456692913385
-0.003	-0.3779527559055118	-0.31496062992125984
-0.0029000000000000002	-0.3779527559055118	-0.31496062992125984
-0.0028	-0.3779527559055118	-0.28346456692913385
-0.0027	-0.3464566929133858	-0.28346456692913385
-0.0026000000000000003	-0.3779527559055118	-0.28346456692913385
-0.0025	-0.3779527559055118	-0.28346456692913385
-0.0024000000000000002	-0.3779527559055118	-0.31496062992125984
-0.0023	-0.3779527559055118	-0.28346456692913385
-0.0022	-0.3779527559055118	-0.31496062992125984
-0.0021000000000000003	-0.3779527559055118	-0.28346456692913385
-0.002	-0.3779527559055118	-0.28346456692913385
-0.0019	-0.3779527559055118	-0.31496062992125984
-0.0018000000000000002	-0.3779527559055118	-0.28346456692913385
-0.0017000000000000001	-0.3779527559055118	-0.28346456692913385
-0.0016	-0.3779527559055118	-0.31496062992125984
-0.0015	-0.3779527559055118	-0.31496062992125984
-0.0014	-0.3779527559055118	-0.28346456692913385
-0.0013000000000000002	-0.3779527559055118	-0.28346456692913385
-0.0012000000000000001	-0.3779527559055118	-0.31496062992125984
-0.0011	-0.3779527559055118	-0.28346456692913385
-0.001	-0.3779527559055118	-0.28346456692913385
-0.0009000000000000001	-0.3779527559055118	-0.28346456692913385
-0.0008	-0.3779527559055118	-0.31496062992125984
-0.0007	-0.3779527559055118	-0.28346456692913385
-0.0006000000000000001	-0.3779527559055118	-0.28346456692913385
-0.0005	-0.3779527559055118	-0.28346456692913385
-0.0004	-0.3779527559055118	-0.28346456692913385
-0.00030000000000000003	-0.3779527559055118	-0.28346456692913385
-0.0002	-0.3779527559055118	-0.28346456692913385
-0.0001	-0.3779527559055118	-0.28346456692913385
0	2.9291338582677167	3.0551181102362204
0.0001	2.9606299212598426	3.0236220472440944
0.0002	2.9606299212598426	3.0236220472440944
0.00030000000000000003	2.9606299212598426	3.0236220472440944
0.0004	2.9606299212598426	3.0551181102362204
0.0005	2.9606299212598426	3.0236220472440944
0.0006000000000000001	2.9606299212598426	3.0551181102362204
0.0007	2.9606299212598426	3.0236220472440944
0.0008	2.9606299212598426	3.0236220472440944
0.0009000000000000001	2.9606299212598426	3.0236220472440944
0.001	2.9606299212598426	3.0236220472440944
0.0011	2.9606299212598426	3.0551181102362204
0.0012000000000000001	2.9606299212598426	3.0551181102362204
0.0013000000000000002	2.9606299212598426	3.0236220472440944
0.0014	2.9606299212598426	3.0236220472440944
0.0015	2.9606299212598426	3.0551181102362204
0.0016	2.9921259842519685	3.0551181102362204
0.0017000000000000001	2.9606299212598426	3.0551181102362204
0.0018000000000000002	2.9606299212598426	3.0551181102362204
0.0019	2.9606299212598426	3.0551181102362204
0.002	2.9291338582677167	3.0551181102362204
0.0021000000000000003	2.9606299212598426	3.0236220472440944
0.0022	2.9606299212598426	3.0236220472440944
0.0023	2.9606299212598426	-0.28346456692913385
0.0024000000000000002	2.9606299212598426	-0.28346456692913385
0.0025	2.9606299212598426	-0.31496062992125984
0.0026000000000000003	2.9921259842519685	-0.31496062992125984
0.0027	2.9606299212598426	-0.31496062992125984
0.0028	2.9606299212598426	-0.31496062992125984
0.0029000000000000002	2.9606299212598426	-0.28346456692913385
0.003	2.9606299212598426	-0.28346456692913385
0.0031000000000000003	2.9606299212598426	-0.31496062992125984
0.0032	2.9606299212598426	-0.28346456692913385
0.0033	2.9606299212598426	-0.28346456692913385
0.0034000000000000002	2.9606299212598426	-0.31496062992125984
0.0035	2.9606299212598426	-0.31496062992125984
0.0036000000000000003	2.9606299212598426	-0.31496062992125984
0.0037	2.9921259842519685	-0.31496062992125984
0.0038	2.9606299212598426	-0.31496062992125984
0.0039000000000000003	2.9606299212598426	-0.31496062992125984
0.004	2.9606299212598426	-0.28346456692913385
0.0041	2.9606299212598426	-0.31496062992125984
0.004200000000000001	2.9606299212598426	-0.31496062992125984
0.0043	2.9606299212598426	-0.31496062992125984
0.0044	2.9606299212598426	-0.31496062992125984
0.0045000000000000005	2.9606299212598426	-0.28346456692913385
0.0046	2.9921259842519685	-0.28346456692913385
0.0047	2.9921259842519685	-0.28346456692913385
0.0048000000000000004	2.9606299212598426	-0.28346456692913385
0.0049	2.9606299212598426	-0.31496062992125984
0.005	2.9921259842519685	-0.28346456692913385
0.0051	2.9606299212598426	-0.28346456692913385
0.005200000000000001	2.9606299212598426	-0.31496062992125984
0.0053	2.9606299212598426	-0.28346456692913385
0.0054	2.9606299212598426	-0.31496062992125984
0.0055000000000000005	2.9606299212598426	-0.31496062992125984
0.0056	2.9606299212598426	-0.31496062992125984
0.0057	2.9921259842519685	-0.28346456692913385
0.0058000000000000005	2.9606299212598426	-0.28346456692913385
0.0059	2.9606299212598426	-0.28346456692913385
0.006	2.9606299212598426	-0.31496062992125984
0.0061	2.9291338582677167	-0.31496062992125984
0.006200000000000001	2.9606299212598426	-0.31496062992125984
0.0063	2.9921259842519685	-0.31496062992125984
0.0064	2.9606299212598426	-0.31496062992125984
0.006500000000000001	2.9606299212598426	-0.28346456692913385
0.0066	2.9606299212598426	-0.31496062992125984
0.0067	2.9606299212598426	-0.28346456692913385
0.0068000000000000005	2.9921259842519685	-0.28346456692913385
0.006900000000000001	2.9606299212598426	-0.31496062992125984
0.007	2.9606299212598426	-0.28346456692913385
0.0071	2.9606299212598426	-0.31496062992125984
0.007200000000000001	2.9606299212598426	-0.31496062992125984
0.0073	2.9606299212598426	-0.28346456692913385
0.0074	2.9606299212598426	-0.28346456692913385
0.007500000000000001	2.9606299212598426	-0.28346456692913385
0.0076	2.9606299212598426	-0.28346456692913385
0.0077	2.9606299212598426	-0.28346456692913385
0.0078000000000000005	2.9606299212598426	-0.31496062992125984
0.0079	2.9606299212598426	-0.28346456692913385
0.008	2.9606299212598426	-0.28346456692913385
0.0081	2.9606299212598426	-0.28346456692913385
0.0082	2.9606299212598426	-0.31496062992125984
0.0083	2.9606299212598426	-0.28346456692913385
0.008400000000000001	2.9606299212598426	-0.31496062992125984
0.0085	2.9606299212598426	-0.28346456692913385
0.0086	2.9606299212598426	-0.28346456692913385
0.008700000000000001	2.9606299212598426	-0.31496062992125984
0.0088	2.9606299212598426	-0.31496062992125984
0.0089	2.9921259842519685	-0.31496062992125984
0.009000000000000001	2.9921259842519685	-0.31496062992125984
0.0091	2.9606299212598426	-0.28346456692913385
0.0092	2.9606299212598426	-0.28346456692913385
0.009300000000000001	2.9606299212598426	-0.28346456692913385
0.0094	2.9921259842519685	-0.31496062992125984
0.0095	2.9606299212598426	-0.28346456692913385
0.009600000000000001	2.9606299212598426	-0.28346456692913385
0.0097	2.9606299212598426	-0.31496062992125984
0.0098	2.9606299212598426	-0.31496062992125984
0.0099	2.9921259842519685	-0.31496062992125984
0.01	2.9606299212598426	-0.31496062992125984
0.010100000000000001	2.9606299212598426	-0.28346456692913385
0.0102	2.9606299212598426	-0.28346456692913385
0.0103	2.9606299212598426	-0.31496062992125984
0.010400000000000001	-0.12598425196850394	-0.28346456692913385
0.0105	-0.3464566929133858	-0.31496062992125984
0.0106	-0.3464566929133858	-0.31496062992125984
0.010700000000000001	-0.3779527559055118	-0.28346456692913385
0.0108	-0.3779527559055118	-0.28346456692913385
0.0109	-0.3779527559055118	-0.28346456692913385
0.011000000000000001	-0.3779527559055118	-0.28346456692913385
0.0111	-0.3779527559055118	-0.31496062992125984
0.0112	-0.3464566929133858	-0.28346456692913385
0.011300000000000001	-0.3779527559055118	-0.28346456692913385
0.0114	-0.3779527559055118	-0.28346456692913385
0.0115	-0.3779527559055118	-0.31496062992125984
0.011600000000000001	-0.3464566929133858	-0.28346456692913385
0.0117	-0.3779527559055118	-0.28346456692913385
0.0118	-0.3464566929133858	-0.31496062992125984
0.0119	-0.3779527559055118	-0.28346456692913385
0.012	-0.3779527559055118	-0.28346456692913385
0.012100000000000001	-0.3779527559055118	-0.28346456692913385
0.0122	-0.3779527559055118	-0.28346456692913385
0.0123	-0.3779527559055118	-0.28346456692913385
0.012400000000000001	-0.3779527559055118	-0.28346456692913385
0.0125	-0.3779527559055118	-0.28346456692913385
0.0126	-0.3779527559055118	-0.31496062992125984
0.012700000000000001	-0.3779527559055118	-0.28346456692913385
0.0128	-0.3779527559055118	-0.28346456692913385
0.0129	-0.3779527559055118	-0.28346456692913385
0.013000000000000001	-0.3779527559055118	-0.28346456692913385
0.0131	-0.3779527559055118	-0.28346456692913385
0.0132	-0.3779527559055118	-0.28346456692913385
0.013300000000000001	-0.3779527559055118	-0.28346456692913385
0.0134	-0.3464566929133858	-0.31496062992125984
0.0135	-0.3779527559055118	-0.28346456692913385
0.013600000000000001	-0.3779527559055118	-0.28346456692913385
0.0137	-0.3779527559055118	-0.28346456692913385
0.013800000000000002	-0.3779527559055118	-0.28346456692913385
0.013900000000000001	-0.3779527559055118	-0.31496062992125984
0.014	-0.3779527559055118	-0.28346456692913385
0.014100000000000001	-0.3779527559055118	-0.28346456692913385
0.0142	-0.3779527559055118	-0.31496062992125984
0.0143	-0.3779527559055118	-0.31496062992125984
0.014400000000000001	-0.3779527559055118	-0.31496062992125984
0.0145	-0.3779527559055118	-0.28346456692913385
0.0146	-0.3779527559055118	-0.31496062992125984
0.014700000000000001	-0.3779527559055118	-0.28346456692913385
0.0148	-0.3464566929133858	-0.31496062992125984
0.0149	-0.3779527559055118	-0.28346456692913385
0.015000000000000001	-0.3779527559055118	-0.28346456692913385
0.0151	-0.3464566929133858	-0.31496062992125984
0.0152	-0.3779527559055118	-0.28346456692913385
0.015300000000000001	-0.3779527559055118	-0.28346456692913385
0.0154	-0.3779527559055118	-0.31496062992125984
0.0155	-0.3779527559055118	-0.31496062992125984
0.015600000000000001	-0.3779527559055118	-0.28346456692913385
0.015700000000000002	-0.3779527559055118	-0.31496062992125984
0.0158	-0.3779527559055118	-0.28346456692913385
0.0159	-0.3779527559055118	-0.31496062992125984
0.016	-0.3779527559055118	-0.28346456692913385
0.0161	-0.3779527559055118	-0.28346456692913385
0.0162	-0.3779527559055118	-0.28346456692913385
0.016300000000000002	-0.3779527559055118	-0.28346456692913385
0.0164	-0.3779527559055118	-0.28346456692913385
0.0165	-0.3779527559055118	-0.28346456692913385
0.0166	-0.3779527559055118	-0.31496062992125984
0.0167	-0.3779527559055118	-0.28346456692913385
0.016800000000000002	-0.3779527559055118	-0.28346456692913385
0.016900000000000002	-0.3779527559055118	-0.28346456692913385
0.017	-0.3779527559055118	-0.28346456692913385
0.0171	-0.3779527559055118	-0.28346456692913385
0.0172	-0.3779527559055118	-0.31496062992125984
0.0173	-0.3464566929133858	-0.28346456692913385
0.017400000000000002	-0.3779527559055118	-0.28346456692913385
0.0175	-0.3779527559055118	-0.28346456692913385
0.0176	-0.3779527559055118	-0.31496062992125984
0.0177	-0.3779527559055118	-0.28346456692913385
0.0178	-0.3464566929133858	-0.28346456692913385
0.0179	-0.3779527559055118	-0.28346456692913385
0.018000000000000002	-0.3779527559055118	-0.28346456692913385
0.0181	-0.3779527559055118	-0.28346456692913385
0.0182	-0.3779527559055118	-0.28346456692913385
0.0183	-0.3779527559055118	-0.31496062992125984
0.0184	-0.3779527559055118	-0.28346456692913385
0.018500000000000003	-0.3779527559055118	-0.28346456692913385
0.018600000000000002	-0.3779527559055118	-0.28346456692913385
0.0187	-0.3779527559055118	-0.28346456692913385
0.0188	-0.3779527559055118	-0.31496062992125984
0.0189	-0.3779527559055118	-0.28346456692913385
0.019	-0.3779527559055118	-0.28346456692913385
0.019100000000000002	-0.3779527559055118	-0.28346456692913385
0.019200000000000002	-0.3779527559055118	-0.31496062992125984
0.0193	-0.3779527559055118	-0.28346456692913385
0.0194	-0.3779527559055118	-0.28346456692913385
0.0195	-0.3779527559055118	-0.28346456692913385
0.0196	-0.3779527559055118	-0.31496062992125984
0.019700000000000002	-0.3779527559055118	-0.31496062992125984
0.0198	-0.3779527559055118	-0.31496062992125984
0.0199	-0.3779527559055118	-0.28346456692913385
0.02	-0.3779527559055118	-0.31496062992125984
0.0201	-0.3779527559055118	-0.28346456692913385
0.020200000000000003	-0.3779527559055118	-0.28346456692913385
0.020300000000000002	-0.3779527559055118	-0.28346456692913385
0.0204	-0.3779527559055118	-0.31496062992125984
0.0205	-0.3779527559055118	-0.28346456692913385
0.0206	-0.3779527559055118	-0.28346456692913385
0.0207	-0.3779527559055118	-0.28346456692913385
0.020800000000000003	-0.3779527559055118	-0.28346456692913385
0.020900000000000002	2.7716535433070866	3.0236220472440944
0.021	2.9606299212598426	3.0236220472440944
0.0211	2.9606299212598426	3.0236220472440944
0.0212	2.9606299212598426	3.0551181102362204
0.0213	2.9606299212598426	3.0551181102362204
0.021400000000000002	2.9606299212598426	3.0236220472440944
0.021500000000000002	2.9606299212598426	3.0551181102362204
0.0216	2.9606299212598426	3.0236220472440944
0.0217	2.9606299212598426	3.0236220472440944
0.0218	2.9606299212598426	3.0236220472440944
0.0219	2.9606299212598426	3.0551181102362204
0.022000000000000002	2.9606299212598426	3.0551181102362204
0.0221	2.9606299212598426	3.0236220472440944
0.0222	2.9606299212598426	3.0551181102362204
0.0223	2.9606299212598426	3.0551181102362204
0.0224	2.9921259842519685	3.0551181102362204
0.022500000000000003	2.9606299212598426	3.0236220472440944
0.022600000000000002	2.9606299212598426	3.0236220472440944
0.0227	2.9606299212598426	3.0551181102362204
0.0228	2.9606299212598426	3.0236220472440944
0.0229	2.9606299212598426	3.0236220472440944
0.023	2.9606299212598426	3.0236220472440944
0.023100000000000002	2.9921259842519685	3.0236220472440944
0.023200000000000002	3.0236220472440944	-0.2204724409448819
0.0233	2.9606299212598426	-0.31496062992125984
0.0234	2.9606299212598426	-0.31496062992125984
0.0235	2.9606299212598426	-0.31496062992125984
0.0236	2.9921259842519685	-0.28346456692913385
0.023700000000000002	2.9606299212598426	-0.28346456692913385
0.0238	2.9606299212598426	-0.31496062992125984
0.0239	2.9606299212598426	-0.31496062992125984
0.024	2.9606299212598426	-0.28346456692913385
0.0241	2.9921259842519685	-0.31496062992125984
0.024200000000000003	2.9606299212598426	-0.28346456692913385
0.024300000000000002	2.9606299212598426	-0.31496062992125984
0.0244	2.9606299212598426	-0.31496062992125984
0.0245	2.9921259842519685	-0.28346456692913385
0.0246	2.9921259842519685	-0.28346456692913385
0.0247	2.9606299212598426	-0.31496062992125984
0.024800000000000003	2.9606299212598426	-0.31496062992125984
0.024900000000000002	2.9606299212598426	-0.28346456692913385
